gene,ctrl_1,ctrl_2,ctrl_3,lps_1,lps_2,lps_3
Ifit3,916,568,375,41150,43333,35277
Ifit1bl1,46,19,17,3576,4163,3603
Ifit3b,179,108,90,5378,5978,4713
Ifit1bl2,11,1,19,185,188,176
Cnn2-ps,0,0,0,0,2,0
Ifit1,680,331,285,87627,82061,68104
Slc16a12,17,6,7,1,0,0
Gm18425,0,0,0,0,0,0
ENSMUSG00002074940,0,0,0,0,0,0
Gm50173,0,0,0,0,0,0
Gm22082,0,0,0,0,0,0
Gm50116,0,0,0,0,0,0
Pank1,536,409,346,20,15,16
Mir107,0,0,0,0,0,0
Kif20b,1196,893,837,164,218,214
Mir1950,3,5,2,0,0,0
Gm5248,0,0,0,0,0,0
Gm50137,0,0,0,0,0,0
Gm50140,0,0,0,0,0,0
Gm24006,0,0,0,0,0,0
ENSMUSG00002075816,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002076303.1,0,0,0,0,0,0
Gm41836,0,0,0,0,0,0
Gm25611,0,0,0,0,0,0
A830019P07Rik,0,0,0,0,0,0
Htr7,3,2,2,14,18,6
Rpp30,469,292,250,321,277,239
Ankrd1,0,0,0,2,1,0
Gm32081,0,0,0,0,0,0
Gm32027,0,0,0,0,0,0
Gm50147,0,0,0,0,0,0
Gm47735,0,0,0,21,35,32
Pcgf5,803,535,467,3573,3381,2872
Gm47773,0,0,0,0,0,0
U6|ENSMUSG00002076963.1,0,0,0,0,0,0
Gm9042,0,1,0,2,1,4
F530104D19Rik,0,1,4,11,10,8
Hectd2,73,13,24,24,51,27
Hectd2os,5,0,0,0,0,0
Ppp1r3c,0,0,0,0,0,0
Gm50112,0,0,0,0,0,0
Tnks2,4380,2920,2871,2717,2224,2096
Fgfbp3,35,27,31,12,14,14
Btaf1,2960,1836,2019,2405,2367,1983
Cpeb3,259,114,163,314,334,319
ENSMUSG00002075338,0,0,0,0,0,0
A330032B11Rik,0,2,0,0,0,0
5S_rRNA|ENSMUSG00002075087.1,0,0,0,0,0,0
Marchf5,1923,1185,1227,11908,10880,9540
Gm25268,0,0,0,0,0,0
Ide,3052,2022,1855,887,672,604
Rpl10-ps6,10,9,7,6,7,3
Kif11,2382,1918,1667,556,564,646
Gm8663,0,0,0,1,0,0
Gm46649,2,0,0,0,0,0
Gm38345,144,112,96,24,21,19
Hhex,1599,1061,1154,205,215,198
U6|ENSMUSG00002075640.1,0,0,0,0,0,0
1700122C19Rik,0,0,0,0,0,0
Exoc6,1085,732,755,382,414,395
Cyp26c1,5,0,7,8,20,19
Cyp26a1,0,0,0,1,0,0
Gm9066,1,0,0,0,0,0
Gm9067,0,0,1,0,0,0
Gm4757,0,0,0,0,0,0
Myof,7751,5380,5355,6663,6325,5645
I830134H01Rik,0,0,5,2,0,0
Cep55,652,508,523,247,237,262
Gm23300,0,0,0,0,0,0
Ffar4,4,8,1,7,0,1
Rbp4,0,0,0,0,0,0
Pde6c,0,0,0,0,0,0
Fra10ac1,400,209,246,151,97,151
Lgi1,0,0,0,0,0,0
Gm50141,0,0,0,0,0,0
Gm42723,0,0,0,0,0,0
Gm50150,0,0,0,0,0,0
Gm50155,0,0,0,0,0,0
Gm18936,0,0,0,0,0,0
Slc35g1,249,205,240,60,62,55
7SK|ENSMUSG00002075727.1,0,0,0,0,0,0
Plce1,0,0,0,0,2,0
Gm8717,5,1,1,0,4,1
Gm28991,0,0,0,0,0,0
Noc3l,1113,682,684,456,376,422
Tbc1d12,352,198,230,159,146,150
7SK|ENSMUSG00002075032.1,0,0,0,0,0,0
Hells,1313,977,967,190,117,184
Cyp2c52-ps,0,0,0,0,0,0
Cyp2c55,0,0,0,0,0,0
ENSMUSG00002075482,0,0,0,0,0,0
Cyp2c65,0,0,0,0,0,0
Cyp2c66,0,0,0,0,0,0
Cyp2c53-ps,0,0,0,0,0,0
Cyp2c29,0,0,0,0,0,0
Cyp2c72-ps,0,0,0,0,0,0
Cyp2c38,0,0,0,0,0,0
Cyp2c39,0,0,0,0,0,0
Cyp2c67,0,0,0,0,0,0
Cyp2c68,0,0,0,0,0,0
Cyp2c40,0,0,0,0,0,0
Cyp2c69,0,0,0,0,0,0
Cyp2c71-ps,0,0,0,0,0,0
Cyp2c37,0,0,0,0,0,0
Cyp2c54,0,0,0,0,0,0
Cyp2c50,0,0,0,0,0,0
Cyp2c70,0,0,0,0,0,0
Gm5827,1,0,1,0,0,0
Gm16470,1,0,0,0,1,0
Pdlim1,8,8,7,40,28,28
Gm5693,0,0,0,0,0,0
Sorbs1,46,26,5,11,21,30
A930028N01Rik,0,0,0,0,0,0
Aldh18a1,1536,899,1076,628,593,551
Gm15801,2,0,0,2,0,0
Gm27042,21,10,22,0,2,4
Tctn3,303,218,245,17,16,31
Entpd1,3057,1618,2037,994,935,739
Gm16027,0,0,0,0,0,0
Gm8783,2,2,1,2,3,2
Gm50132,0,0,0,0,0,0
Cc2d2b,0,0,3,4,0,0
Ccnj,224,140,159,875,886,797
E030044B06Rik,0,0,0,0,0,0
Mir8092,0,0,0,0,0,0
Zfp518a,1074,652,665,594,404,432
Blnk,2080,1480,1533,1983,1703,1570
Dntt,4,0,2,8,3,6
Opalin,0,0,0,0,0,0
Tll2,0,0,0,0,2,0
Tm9sf3,13212,8400,8720,7751,6917,6373
Pik3ap1,26743,16511,17438,46536,44118,40047
Gm9788,0,0,0,1,1,0
Lcor,656,395,390,629,601,545
Mir8091,5,3,12,7,5,11
Slit1,17,10,17,0,0,4
7SK|ENSMUSG00002075271.1,0,1,0,0,0,0
Arhgap19,3868,2284,2468,151,107,118
Frat1,119,64,68,0,2,2
Frat2,72,56,41,13,14,5
Rrp12,990,677,616,493,423,321
Gm46644,0,0,0,0,0,0
Pgam1,5696,3670,3776,5041,4745,4550
Exosc1,793,498,520,274,234,166
Zdhhc16,643,422,446,291,253,265
Mms19,1847,1155,1102,737,677,764
Gm23113,0,0,0,0,0,0
Ubtd1,1409,1010,968,1423,1643,1212
Ankrd2,0,0,0,1,0,0
Hoga1,20,20,13,3,5,0
4933411K16Rik,0,0,0,0,0,0
Morn4,57,37,42,14,7,11
Pi4k2a,4342,2934,2992,4859,4742,3864
Avpi1,295,256,209,31,34,47
Marveld1,1352,876,1026,171,200,104
Gm6937,0,0,4,4,0,1
Zfyve27,1250,957,920,642,706,566
Sfrp5,0,0,0,2,5,0
Golga7b,0,0,0,0,6,0
Crtac1,0,0,0,0,0,0
ENSMUSG00002075478,0,0,0,0,0,0
Mir3085,0,0,0,0,0,0
Gm50184,0,0,0,0,0,0
Gm34299,0,0,0,0,0,0
R3hcc1l,1305,833,876,698,699,529
Gm16541,0,0,0,0,0,0
Loxl4,8,0,3,59,22,32
Gm25216,0,0,0,0,0,0
Pyroxd2,23,21,29,7,19,0
Gm19437,0,0,0,0,0,0
Hps1,1266,896,876,732,622,585
Gm16244,6,4,0,0,0,0
Hpse2,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002074881.1,0,0,0,0,0,0
Gm34517,0,0,0,0,0,0
Gm18379,0,0,0,0,0,0
Gm6776,2,1,6,11,5,10
Gm47936,0,0,0,0,0,0
Cnnm1,0,0,0,0,0,0
Gm47938,0,0,0,0,0,0
Got1,2330,1482,1560,632,603,522
Gm50194,0,0,0,0,0,0
Gm19179,0,0,0,0,0,0
Gm34636,0,0,0,0,0,0
Gm20467,5,0,0,0,0,0
Nkx2-3,0,0,0,0,0,0
ENSMUSG00002074883,0,0,0,0,0,0
Gm34922,0,0,0,0,0,0
Slc25a28,890,666,661,858,787,713
BC037704,33,25,29,9,10,11
Entpd7,1107,795,949,340,264,219
Cox15,1244,867,868,1597,1580,1287
Cutc,267,171,224,398,386,373
Abcc2,18,15,4,11,8,0
Dnmbp,627,410,478,64,67,61
Gm24400,0,0,0,0,0,0
4933403J19Rik,1,5,7,0,0,0
5S_rRNA|ENSMUSG00002075235.1,0,1,0,0,0,0
Cpn1,3,2,2,0,0,0
Cyp2c23,0,0,0,0,0,0
Erlin1,2674,1773,1723,1532,1349,1249
Chuk,2050,1186,1404,1876,1662,1509
Cwf19l1,466,319,300,189,222,196
Gm24336,4,1,0,0,0,2
Bloc1s2,596,438,428,295,287,229
Pkd2l1,0,0,0,0,0,0
Scd3,0,0,0,0,0,0
Gm50323,0,0,0,0,0,0
Gm6951,1,0,0,0,0,0
Gm35183,0,0,0,0,0,0
Scd2,3090,3075,2111,165,85,103
Mir5114,0,0,0,0,0,0
Gm50334,0,0,0,0,0,0
Scd4,12,5,7,3,0,0
Scd1,148,185,150,152,74,81
Gm50337,0,0,0,0,0,0
Gm35406,0,0,0,0,0,0
Wnt8b,0,0,0,0,0,0
Sec31b,28,16,14,7,3,3
Gm20538,0,0,0,0,0,0
Ndufb8,1525,1130,913,841,796,701
Hif1an,1435,1044,966,921,836,753
Gm35460,0,0,0,0,0,0
Gm26644,0,0,0,0,0,0
Gm35610,0,0,0,0,0,0
Pax2,0,0,0,0,0,0
Gm20395,0,0,0,0,0,0
Mir6405,0,0,0,0,0,0
1700039E22Rik,0,0,0,0,0,0
Gm5246,0,0,0,0,0,0
Slf2,2137,1404,1483,968,884,804
Gm25482,0,0,0,0,0,0
4930414N06Rik,0,0,0,0,0,0
Sema4g,0,2,0,0,1,0
Mrpl43,364,206,237,178,131,154
Twnk,327,196,197,24,24,40
Lzts2,87,76,43,32,38,34
Pdzd7,0,0,3,0,0,0
Sfxn3,3112,2054,2140,788,723,631
Gm35867,0,0,0,0,0,0
Kazald1,32,29,16,0,1,6
Tlx1,0,0,0,0,0,0
Tlx1os,0,0,0,0,0,0
Lbx1,0,0,0,0,0,0
Gm28578,4,0,0,0,0,0
Gm29594,0,0,0,0,0,0
1700016H03Rik,0,0,0,0,0,0
Btrc,454,270,292,373,338,291
Gm6807,28,12,9,20,16,10
Poll,257,220,193,227,217,152
DPCD,332,294,230,296,196,207
Fbxw4,269,279,236,132,90,74
Fgf8,0,0,0,0,0,0
Npm3,1105,746,765,787,662,567
Gm15491,0,2,0,0,0,3
Oga,3027,1888,2127,2149,2107,2018
Kcnip2,2,0,0,0,0,0
Armh3,879,559,569,445,402,294
Gm50196,1,0,0,0,0,0
Gm6813,0,1,0,3,1,0
4930505N22Rik,4,6,1,4,2,0
Hps6,764,511,608,231,170,182
Ldb1,1927,1370,1314,320,371,308
Pprc1,2878,1683,1874,1271,1112,1113
Nolc1,3215,2083,2097,1312,1150,979
Gm50306,0,0,0,0,0,0
Elovl3,13,0,1,0,4,0
Pitx3,0,0,0,0,0,0
Gbf1,1841,1170,1228,990,903,946
Gm8974,0,0,0,0,1,0
Gm16726,0,0,0,0,0,0
4833438C02Rik,129,93,72,286,290,236
Nfkb2,2274,1642,1491,25528,25360,20554
Psd,148,110,114,1468,1391,1358
Fbxl15,180,117,138,214,216,189
Cuedc2,2578,1914,1817,1832,1542,1378
Mfsd13a,766,548,581,543,463,357
Mir146b,0,0,0,0,0,1
2310034G01Rik,4,1,5,6,5,17
Gm24610,2,7,0,2,0,2
Actr1a,4509,3169,3091,4398,3557,3319
Sufu,735,475,594,306,324,224
Trim8,3651,2682,2632,792,840,874
Arl3,353,291,288,271,236,197
Sfxn2,707,471,469,439,438,468
Wbp1l,3943,2573,2641,1957,1918,1730
Gm36602,0,2,1,0,0,0
Cyp17a1,0,0,3,0,0,0
Gm6967,0,0,0,0,0,0
Borcs7,487,286,268,259,165,202
As3mt,151,107,103,38,68,43
Cnnm2,485,398,329,32,53,30
Gm50431,54,36,46,1,11,2
Nt5c2,2487,1568,1597,548,430,357
Ina,2,1,1,0,0,0
Pcgf6,357,273,273,53,42,53
Gm50319,0,0,0,0,0,0
Gm23140,0,0,0,0,0,0
Taf5,271,157,248,104,72,89
Atp5md,1423,1001,905,1466,1345,1181
Pdcd11,2301,1496,1607,1192,994,836
Calhm2,908,633,644,154,121,102
Calhm1,0,0,0,1,0,0
Calhm3,0,0,0,0,0,0
H1f11-ps,0,1,0,0,0,0
Neurl1a,32,22,41,3,4,0
Gm36693,0,0,0,0,0,0
Gm50339,0,0,0,0,0,0
ENSMUSG00000118029,3,0,0,0,0,0
Sh3pxd2a,1672,1043,1328,524,542,374
Mir6995,0,0,0,0,0,0
Stn1,464,309,291,120,133,106
Gm19557,29,13,30,0,0,15
Slk,7832,5080,5522,3299,3180,2342
Gm50358,0,0,1,0,0,0
Gm16068,0,0,1,0,0,0
Col17a1,0,2,0,0,0,0
Gm50281,0,0,0,0,0,0
Gm26085,0,0,0,0,0,0
Gm24805,0,0,0,0,0,0
Gm50282,0,0,0,0,0,0
Sfr1,2377,1581,1547,1943,1888,1606
Cfap43,83,43,43,53,49,44
Mir8090,0,0,0,0,0,0
Gsto1,2706,1626,1795,1337,1418,1203
Gsto2,12,1,2,6,7,10
Itprip,580,372,387,897,780,658
ENSMUSG00002075899,0,0,0,0,0,0
Cfap58,0,0,0,0,0,0
Gm50430,0,0,0,0,0,0
Sorcs3,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002075051.1,0,0,0,0,0,0
Gm50436,0,0,0,0,0,0
4930535F04Rik,0,0,0,0,0,0
Gm50441,0,0,0,0,0,0
Gm50442,0,0,0,0,0,0
Gm50444,0,0,0,0,0,0
Gm6975,2,1,4,2,2,2
ENSMUSG00002076593,0,0,0,0,0,0
Siah1-ps1,0,0,0,0,0,0
Rpl13a-ps1,11,4,4,5,2,2
Sorcs1,0,0,0,0,0,0
ENSMUSG00002075054,0,0,0,0,0,0
Gm45352,0,0,0,0,0,0
Gm26629,0,0,0,0,0,0
Gm50302,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002076015.1,0,0,0,0,0,0
Gm50317,0,0,0,0,0,0
Gm25644,0,0,0,0,0,0
Gm50325,0,0,0,0,0,0
Gm50326,0,0,0,0,0,0
Rpl31-ps18,0,0,0,0,0,0
Gm50330,0,0,0,0,0,0
Gm50329,0,0,0,0,0,0
Ins1,0,0,0,0,0,0
Gm50331,0,0,0,0,0,0
Gm50332,0,0,0,0,0,0
AA387883,8,0,0,0,0,0
Xpnpep1,2314,1726,1681,2149,2012,1712
Mir6407,0,0,0,0,0,0
1700054A03Rik,3,0,0,2,0,1
Gm30381,0,0,0,0,0,0
Gm9618,0,0,0,0,0,0
Add3,1685,1308,1062,222,180,180
U6|ENSMUSG00002075407.1,0,0,0,0,0,0
1700001K23Rik,2,0,0,0,0,0
Gm36339,0,0,0,0,0,0
Mxi1,1037,624,596,190,216,209
Gm30541,3,0,5,2,0,0
Gm10197,0,0,0,0,0,0
Smndc1,1245,850,781,1204,1006,1043
8030456M14Rik,2,0,1,2,3,4
Mirt1,13,1,5,2,0,0
4833407H14Rik,0,2,0,0,0,0
Gm50393,0,0,0,0,0,0
Gm50394,0,0,1,0,0,0
Dusp5,255,254,157,248,214,182
Nutf2-ps1,9,1,9,12,3,12
Gm50402,1,4,1,0,0,0
Smc3,2585,1825,1818,629,556,549
Rbm20,6,1,1,0,0,0
Gm16298,0,0,0,0,0,0
Gm16299,11,12,8,3,5,2
Gm50272,0,0,0,0,0,0
Pdcd4,368,274,277,31,6,21
Bbip1,695,439,379,561,532,516
Shoc2,1787,1143,1149,2317,1946,1720
Gm50273,0,1,0,0,1,0
4930484I04Rik,0,0,0,0,0,0
Adra2a,0,0,0,0,0,0
Gm50186,0,0,0,0,0,0
Gm50187,0,0,0,0,0,0
Gm50188,0,0,0,0,0,0
Gm50191,0,0,0,0,0,0
Gpam,643,428,486,281,198,197
Gm31356,0,0,0,0,0,0
Tectb,0,0,0,0,0,0
Mir6715,0,0,0,0,0,0
Gucy2g,2,2,2,27,20,32
Acsl5,5168,3638,3622,10680,10066,9479
Zdhhc6,1965,1128,1221,2173,2176,1964
Vti1a,1999,1299,1264,1685,1573,1545
Tcf7l2,514,340,371,86,114,112
Ppnr,0,0,0,0,0,0
Gm50135,0,0,0,0,0,0
D730002M21Rik,0,0,0,0,0,0
Gm31912,0,0,0,0,0,0
Gm22271,0,0,0,0,0,0
Habp2,0,0,0,0,0,0
Nrap,19,15,11,5,0,8
Gm17197,0,0,0,0,0,0
Casp7,733,402,434,3183,3029,2649
Plekhs1,0,0,0,2,3,0
Dclre1a,564,390,411,296,352,326
Nhlrc2,1401,961,1001,1514,1468,1291
Gm32441,0,0,0,0,0,0
Gm32492,0,0,0,0,0,0
Adrb1,43,27,25,0,0,0
Gm50100,0,0,0,0,0,0
Mif-ps9,0,0,0,0,0,0
Ccdc186,1090,661,775,696,722,618
Tdrd1,0,1,0,0,0,0
Vwa2,0,0,0,0,0,0
Afap1l2,0,0,0,0,1,0
Ablim1,10,3,7,18,4,4
4930449E18Rik,0,0,0,0,0,0
B230217O12Rik,21,8,5,4,4,6
Gm50270,0,0,0,0,0,0
Fhip2a,1444,1001,1049,452,502,463
Gm50271,0,0,0,0,0,0
Trub1,449,326,283,177,109,108
6720468P15Rik,0,2,0,0,0,0
Gm32932,0,0,0,0,0,0
Gm50279,0,0,0,0,0,0
Gm50285,0,0,0,0,0,0
Gm50286,5,3,0,0,0,0
Atrnl1,216,99,134,432,335,410
Mir5623,0,0,0,0,0,0
Gm50287,0,0,0,0,0,0
Gm16277,0,0,0,0,0,0
Gfra1,5,2,1,30,24,14
Gm50185,0,0,0,0,0,0
Ccdc172,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0
Pnlip,0,0,0,0,0,0
1810035K13Rik,0,0,0,0,0,0
1810018F18Rik,0,0,0,0,0,0
Pnliprp1,0,0,0,0,0,0
Pnliprp2,0,0,0,0,0,0
1700019N19Rik,0,0,0,0,0,0
7SK|ENSMUSG00002076056.1,0,0,0,0,0,0
Gm17150,1,0,0,0,0,0
Hspa12a,0,0,0,0,4,0
Mir3086,0,0,0,0,0,0
Eno4,1,0,1,4,1,1
Shtn1,4306,2903,2776,2246,2109,1958
Gm9276,18,10,10,27,27,10
Vax1,0,0,0,0,0,0
Gm50429,0,0,0,0,0,0
Kcnk18,0,0,1,0,0,0
Gm29261,0,0,0,0,0,0
Slc18a2,49,47,30,42,17,32
Pdzd8,2049,1263,1387,1137,1119,1004
Rps12-ps3,16,6,7,8,19,6
Gm50440,0,0,0,0,0,3
Gm33756,0,0,0,0,0,0
Emx2os,0,0,0,0,0,0
Emx2,0,0,0,0,0,0
2700089I24Rik,0,0,0,0,0,0
Gm18161,0,0,0,0,0,0
Gm19956,0,0,0,0,0,0
Gm50411,0,0,0,0,0,0
Gm17203,0,0,0,0,2,0
Rab11fip2,315,226,221,99,87,72
Gm4219,0,0,0,0,0,0
Csf1r-ps,1,0,2,3,5,6
Gm50296,0,0,0,0,0,0
E330013P04Rik,0,0,9,0,1,0
Fam204a,494,342,294,400,377,299
4933412A08Rik,0,0,0,0,0,0
Gm28351,0,0,0,0,0,0
Prlhr,0,0,0,0,0,0
Cacul1,6134,4005,4299,2475,2216,1984
ENSMUSG00002075851,0,0,0,0,0,0
Gm46652,6,4,1,0,3,0
Nanos1,819,496,501,21,6,13
Eif3a,18614,11555,12449,8661,8120,7329
Mir3084-2,0,0,0,0,0,0
ENSMUSG00002075991,0,0,0,0,0,0
ENSMUSG00002075125,0,0,0,0,0,0
Dennd10,1447,970,983,481,408,431
Gm15959,0,0,0,0,0,0
Sfxn4,35,35,40,1,6,4
Prdx3,1810,1326,1152,1219,1015,968
Grk5,359,258,258,255,208,228
Gm9529,0,0,0,0,0,0
Gm22520,0,0,0,0,0,0
Zfp950,460,278,279,130,115,160
Gm22365,0,0,0,0,0,0
Gm5521,13,10,12,12,14,15
Gm7102,0,1,0,0,0,0
Gm6020,9,5,1,0,0,0
Csf2ra,7704,5585,5524,5783,6114,5369
Gm4242,0,0,0,0,0,0
Gm18999,0,0,0,0,0,0
Gm50357,0,0,0,0,0,0
Gm21060,0,0,0,0,0,0
Gm20762,1,1,0,2,0,1
Btbd35f23,0,0,0,0,0,0
Btbd35f24,0,0,0,0,0,0
Gm14331,0,0,0,0,0,0
Gm14333,0,0,0,0,0,0
Gm14332,0,0,0,0,0,0
Gm14334,0,0,0,0,0,0
Gm14352,0,0,0,0,0,0
Btbd35f11,0,0,0,0,0,0
Gm14353,0,0,0,0,0,0
Gm14360,0,0,0,0,0,0
Gm14361,0,0,0,0,0,0
Btbd35f18,0,0,0,0,0,0
Btbd35f10,0,0,0,0,0,0
Gm14357,0,0,0,0,0,0
Gm14359,0,0,0,0,0,0
Gm14355,0,0,0,0,0,0
Spin2-ps1,0,0,0,0,0,0
Btbd35f16,0,0,0,0,0,0
Gm15251,0,0,0,0,0,0
Gm15257,0,0,0,0,0,0
Btbd35f3,0,0,0,0,0,0
Gm15258,0,0,0,0,0,0
Gm14350,0,0,0,0,0,0
Gm14349,0,0,0,0,0,0
Gm14358,0,0,0,0,0,0
Gm14362,0,0,0,0,0,0
Gm14356,0,0,0,0,0,0
Btbd35f28,0,0,0,0,0,0
Btbd35f20,0,0,0,0,0,0
Gm14348,0,0,0,0,0,0
Gm14364,0,0,0,0,0,0
Gm14368,0,0,0,0,0,0
Gm15260,0,0,0,0,0,0
Btbd35f17,0,0,0,0,0,0
Gm6019,0,0,0,0,0,0
Gm9427,0,0,0,0,0,0
Gm15256,0,0,0,0,0,0
Gm5925,0,0,0,0,0,0
Gm4725,0,0,0,0,0,0
Gm9498,0,0,0,0,0,0
Gm15252,0,0,0,0,0,0
Btbd35f4,0,0,0,0,0,0
Gm4726,0,0,0,0,0,0
Gm3757,0,0,0,0,0,0
Gm15259,0,0,0,0,0,0
Gm15254,0,0,0,0,0,0
Btbd35f27,0,0,0,0,0,0
Gm14370,0,0,0,0,0,0
Gm14367,0,0,0,0,0,0
Gm14365,0,0,0,0,0,0
Gm9428,0,0,0,0,0,0
Gm5924,0,0,0,0,0,0
Gm14369,0,0,0,0,0,0
Gm14363,0,0,0,0,0,0
Mycs,0,0,0,0,0,0
Gm14366,0,0,0,0,0,0
Gm14375,0,0,0,0,0,0
Btbd35f7,0,0,0,0,0,0
Gm14373,6,1,2,3,4,6
Gm14452,0,0,0,0,0,0
Gm14451,0,0,0,0,0,0
Gm14448,0,0,0,0,0,0
Gm14450,0,0,0,0,0,0
Gm26618,0,0,0,0,0,0
Nudt11,0,0,0,0,0,0
Rpl19-ps12,2,4,1,1,2,2
ENSMUSG00002076767,0,0,0,0,0,0
Ezhip,0,0,0,0,0,0
n-R5s2,0,0,0,0,0,0
Nudt10,0,0,0,0,0,0
Bmp15,0,0,0,0,0,0
Shroom4,0,5,0,11,8,19
Dgkk,0,1,0,1,0,5
Ccnb3,0,0,0,0,0,0
Akap4,0,0,0,0,0,0
Gm14380,0,0,0,0,0,0
Clcn5,1680,980,1296,2274,2312,1679
Gm26401,0,0,0,0,0,0
Mir500,0,0,0,0,0,0
Mir501,0,0,0,0,0,0
Mir362,0,0,0,0,0,0
Mir188,0,0,0,0,0,0
Mir532,0,0,0,0,0,0
Usp27x,109,49,64,71,46,53
Gm14379,10,15,3,3,9,10
2010204K13Rik,28,13,14,2,13,8
Gm14381,0,0,0,0,0,0
Gm14395,0,0,0,0,0,0
Gm14394,0,0,0,0,0,0
Gm23082,0,0,0,0,0,0
Ppp1r3f,6,10,17,4,2,3
Gm36995,7,9,11,0,0,1
Flicr,8,0,9,0,1,0
Foxp3,6,7,3,2,2,0
Ccdc22,0,0,1,0,0,0
Cacna1f,78,75,71,49,37,33
Syp,79,78,80,74,48,29
Gm14703,0,0,0,0,0,0
Prickle3,161,110,124,62,39,50
Plp2,7506,4849,4712,3538,3045,2895
Magix,3,1,5,0,0,0
Gm6079,0,0,0,0,0,0
Gpkow,1484,895,982,802,613,673
Wdr45,171,115,124,67,41,56
Gm45208,0,0,0,0,0,0
Praf2,141,96,110,133,71,96
Ccdc120,91,69,63,23,3,6
Smt3h2-ps,0,0,0,0,2,1
Tfe3,4785,2965,3356,3440,3295,3062
Gripap1,2064,1614,1636,1925,1941,1748
Mir1198,5,3,3,5,5,4
Kcnd1,0,0,0,5,3,3
Otud5,2677,1800,1644,4935,4886,4048
Pim2,98,68,79,181,119,125
Slc35a2,743,487,527,445,372,356
Pqbp1,1130,647,732,489,457,405
Timm17b,460,360,309,333,301,236
Gm10491,0,0,0,0,0,0
Gm10490,0,0,0,0,0,0
Pcsk1n,0,0,0,0,0,0
Eras,0,0,0,0,0,0
Hdac6,657,500,502,220,238,179
Psmb6-ps,0,0,0,0,0,0
Gata1,0,3,6,5,0,4
Glod5,0,0,0,0,0,0
Gm9429,0,0,0,0,0,0
Rpl22-ps1,6,11,4,5,2,1
Gm14799,0,0,0,0,0,0
Gm14820,0,0,0,0,0,0
Gm7079,8,1,2,3,4,2
Suv39h1,1075,736,574,450,342,398
Was,4243,2840,2968,1673,1480,1321
U6|ENSMUSG00002076242.1,0,0,2,2,0,1
Gm6787,1,0,3,0,2,0
Psmb7-ps2,0,0,0,0,0,0
Wdr13,2277,1684,1643,1066,920,906
Rbm3,8891,5863,5793,7623,7220,6023
Rbm3os,15,5,9,8,0,3
Tbc1d25,253,131,196,94,98,73
Ebp,1238,989,886,616,579,545
Porcn,69,49,30,11,19,16
Ftsj1,445,309,240,173,143,152
Slc38a5,0,0,0,0,0,0
Ssxb10,0,0,0,0,0,0
Ssxb9,0,0,0,0,0,0
Ssxb1,0,0,0,0,0,0
Ssxb2,0,0,0,0,0,0
Gm14459,0,0,0,0,0,0
Ssxb6,0,0,0,0,0,0
Ssxb3,0,0,0,0,0,0
Gm14500,0,0,0,0,0,0
Gm6797,0,0,0,0,0,0
Gm6798,0,0,0,0,0,0
Gm9430,4,0,0,0,0,0
Ssxb8,0,0,0,0,0,0
Ssx9,0,0,0,0,0,0
Ssxb5,0,0,0,0,0,0
Gm14502,0,0,0,0,0,0
Gm6592,0,0,1,0,0,0
Gm5751,4,12,8,0,0,0
B630019K06Rik,211,186,106,21,8,29
Gm14504,0,0,0,0,0,0
Gm5752,0,0,0,0,0,0
Gm16479,0,0,0,0,0,0
Gm14510,0,0,0,0,0,0
Fthl17b,0,0,0,0,0,0
Gm14509,0,0,0,0,0,0
Fthl17c,0,0,0,0,0,0
Gm14457,0,0,0,0,0,0
Fthl17d,0,0,0,0,0,0
Gm9431,1,1,0,1,0,2
Gm14865,0,0,0,0,0,0
Fthl17e,0,0,0,0,0,0
Gm14503,0,0,0,0,0,0
Fthl17-ps1,0,0,0,0,0,0
Gm14864,0,0,0,0,0,0
Gm5379,0,0,0,0,0,0
Fthl17f,0,0,0,0,0,0
Gm16480,0,0,0,0,0,0
Fthl17-ps2,0,0,0,0,0,0
4930402K13Rik,0,0,0,0,0,0
Fthl17-ps3,0,0,0,0,0,0
Lancl3,11,5,3,5,11,2
Gm14862,0,0,0,0,0,0
Xk,126,78,96,22,16,27
H2al1m,5,0,2,0,0,0
Gm25481,0,0,0,0,0,0
Gm6829,18,12,12,10,18,9
Gm14863,0,0,0,0,0,0
H2al1k,0,0,0,0,0,0
Cybb,17084,10763,11894,91674,84920,80684
Gm25728,0,0,0,0,0,0
H2al1o,0,0,0,0,0,0
Gm52997,0,0,0,0,0,0
Dynlt3,2673,1738,1757,2286,1870,1939
H2ap,0,0,0,0,0,0
H2al3,0,0,0,0,0,0
Sytl5,0,0,0,0,0,0
Gm5754,0,0,0,0,0,0
Srpx,0,0,0,0,0,0
Rpgr,82,53,42,38,52,29
Otc,0,0,0,0,0,0
4933416E14Rik,0,0,0,0,0,0
Tspan7,33,6,3,10,18,11
5S_rRNA|ENSMUSG00002076115.1,0,0,0,0,0,0
Gm5931,8,4,3,7,4,2
Gm14470,0,0,0,0,0,0
Gm14480,2,0,0,0,0,0
Mid1ip1,1995,1478,1479,541,460,439
Gm14493,0,0,0,0,0,0
Gm14473,0,0,0,0,0,0
Gm14485,0,0,0,0,0,0
Gm14481,0,0,0,0,0,0
H2al1a,0,0,0,0,0,0
